Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemPaintBall:15, 染色球 - 黑色
appliedenergistics2:item.ItemPaintBall:20, 染色球 - 光通 白色
appliedenergistics2:item.ItemPaintBall:21, 染色球 - 光通 橙色
appliedenergistics2:item.ItemPaintBall:22, 染色球 - 光通 品红色
appliedenergistics2:item.ItemPaintBall:23, 染色球 - 光通 浅蓝色
appliedenergistics2:item.ItemPaintBall:24, 染色球 - 光通 黄色
appliedenergistics2:item.ItemPaintBall:25, 染色球 - 光通 柠檬色
appliedenergistics2:item.ItemPaintBall:26, 染色球 - 光通 粉色
appliedenergistics2:item.ItemPaintBall:27, 染色球 - 光通 灰色
appliedenergistics2:item.ItemPaintBall:28, 染色球 - 光通 浅灰色
appliedenergistics2:item.ItemPaintBall:29, 染色球 - 光通 青色
appliedenergistics2:item.ItemPaintBall:30, 染色球 - 光通 紫色
appliedenergistics2:item.ItemPaintBall:31, 染色球 - 光通 蓝色
appliedenergistics2:item.ItemPaintBall:32, 染色球 - 光通 棕色
appliedenergistics2:item.ItemPaintBall:33, 染色球 - 光通 绿色
appliedenergistics2:item.ItemPaintBall:34, 染色球 - 光通 红色
appliedenergistics2:item.ItemPaintBall:35, 染色球 - 光通 黑色
appliedenergistics2:item.ItemMultiMaterial:28, 高级卡
appliedenergistics2:item.ItemMultiMaterial:44, 破坏核心
appliedenergistics2:item.ItemMultiMaterial:25, 基础卡
appliedenergistics2:item.ItemMultiMaterial:52, 空白样板
appliedenergistics2:item.ItemMultiMaterial:23, 运算处理器
appliedenergistics2:item.ItemMultiMaterial:13, 运算压印模板
appliedenergistics2:item.ItemMultiMaterial:16, 运算电路板
appliedenergistics2:item.ItemMultiMaterial:27, 容量卡
appliedenergistics2:item.ItemMultiMaterial:53, 合成卡
appliedenergistics2:item.ItemMultiMaterial:29, 模糊卡
appliedenergistics2:item.ItemMultiMaterial:31, 反相卡
appliedenergistics2:item.ItemMultiMaterial:26, 红石卡
appliedenergistics2:item.ItemMultiMaterial:30, 加速卡
appliedenergistics2:item.ItemMultiMaterial:34, 128³-空间组件
appliedenergistics2:item.ItemMultiMaterial:33, 16³-空间组件
appliedenergistics2:item.ItemMultiMaterial:37, 16k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:35, 1k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:32, 2³-空间组件
appliedenergistics2:item.ItemMultiMaterial:36, 4k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:38, 64k-ME存储组件
appliedenergistics2:item.ItemMultiMaterial:0, 赛特斯石英水晶
appliedenergistics2:item.ItemMultiMaterial:1, 充能赛特斯石英水晶
appliedenergistics2:item.ItemMultiMaterial:2, 赛特斯石英粉
appliedenergistics2:item.ItemMultiMaterial:39, ME存储外壳
appliedenergistics2:item.ItemMultiMaterial:24, 工程处理器
appliedenergistics2:item.ItemMultiMaterial:14, 工程压印模板
appliedenergistics2:item.ItemMultiMaterial:17, 工程电路板
appliedenergistics2:item.ItemMultiMaterial:4, 面粉
appliedenergistics2:item.ItemMultiMaterial:7, 福鲁伊克斯水晶
appliedenergistics2:item.ItemMultiMaterial:8, 福鲁伊克斯粉
appliedenergistics2:item.ItemMultiMaterial:9, 福鲁伊克斯珍珠
appliedenergistics2:item.ItemMultiMaterial:43, 成型核心
appliedenergistics2:item.ItemMultiMaterial:22, 逻辑处理器
appliedenergistics2:item.ItemMultiMaterial:15, 逻辑压印模板
appliedenergistics2:item.ItemMultiMaterial:18, 逻辑电路板
appliedenergistics2:item.ItemMultiMaterial:6, 物质球
appliedenergistics2:item.ItemMultiMaterial:21, 名称压印模板
appliedenergistics2:item.ItemMultiMaterial:3, 下界石英粉
appliedenergistics2:item.ItemMultiMaterial:10, 高纯赛特斯石英水晶
appliedenergistics2:item.ItemMultiMaterial:12, 高纯福鲁伊克斯水晶
appliedenergistics2:item.ItemMultiMaterial:11, 高纯下界石英水晶
appliedenergistics2:item.ItemMultiMaterial:48, 量子缠绕态奇点
appliedenergistics2:item.ItemMultiMaterial:19, 硅压印模板
appliedenergistics2:item.ItemMultiMaterial:20, 硅板
appliedenergistics2:item.ItemMultiMaterial:47, 奇点
appliedenergistics2:item.ItemMultiMaterial:45, 陨石粉
appliedenergistics2:item.ItemMultiMaterial:41, 无线接收器
appliedenergistics2:item.ItemMultiMaterial:42, 无线信号增幅器
appliedenergistics2:item.ItemMultiMaterial:40, 木齿轮
appliedenergistics2:item.ItemMultiPart:300, ME破坏面板
appliedenergistics2:item.ItemMultiPart:120, 线缆锚
appliedenergistics2:item.ItemMultiPart:20, ME包层线缆 - 白色
appliedenergistics2:item.ItemMultiPart:21, ME包层线缆 - 橙色
appliedenergistics2:item.ItemMultiPart:22, ME包层线缆 - 品红色
appliedenergistics2:item.ItemMultiPart:23, ME包层线缆 - 浅蓝色
appliedenergistics2:item.ItemMultiPart:24, ME包层线缆 - 黄色
appliedenergistics2:item.ItemMultiPart:25, ME包层线缆 - 柠檬色
appliedenergistics2:item.ItemMultiPart:26, ME包层线缆 - 粉色
appliedenergistics2:item.ItemMultiPart:27, ME包层线缆 - 灰色
appliedenergistics2:item.ItemMultiPart:28, ME包层线缆 - 浅灰色
appliedenergistics2:item.ItemMultiPart:29, ME包层线缆 - 青色
appliedenergistics2:item.ItemMultiPart:30, ME包层线缆 - 紫色
appliedenergistics2:item.ItemMultiPart:31, ME包层线缆 - 蓝色
appliedenergistics2:item.ItemMultiPart:32, ME包层线缆 - 棕色
appliedenergistics2:item.ItemMultiPart:33, ME包层线缆 - 绿色
appliedenergistics2:item.ItemMultiPart:34, ME包层线缆 - 红色
appliedenergistics2:item.ItemMultiPart:35, ME包层线缆 - 黑色
appliedenergistics2:item.ItemMultiPart:36, ME包层线缆 - Fluix默认色
appliedenergistics2:item.ItemMultiPart:60, ME致密线缆 - 白色
appliedenergistics2:item.ItemMultiPart:61, ME致密线缆 - 橙色
appliedenergistics2:item.ItemMultiPart:62, ME致密线缆 - 品红色
appliedenergistics2:item.ItemMultiPart:63, ME致密线缆 - 浅蓝色
appliedenergistics2:item.ItemMultiPart:64, ME致密线缆 - 黄色
appliedenergistics2:item.ItemMultiPart:65, ME致密线缆 - 柠檬色
appliedenergistics2:item.ItemMultiPart:66, ME致密线缆 - 粉色
appliedenergistics2:item.ItemMultiPart:67, ME致密线缆 - 灰色
appliedenergistics2:item.ItemMultiPart:68, ME致密线缆 - 浅灰色
appliedenergistics2:item.ItemMultiPart:69, ME致密线缆 - 青色
appliedenergistics2:item.ItemMultiPart:70, ME致密线缆 - 紫色
appliedenergistics2:item.ItemMultiPart:71, ME致密线缆 - 蓝色
appliedenergistics2:item.ItemMultiPart:72, ME致密线缆 - 棕色
appliedenergistics2:item.ItemMultiPart:73, ME致密线缆 - 绿色
appliedenergistics2:item.ItemMultiPart:74, ME致密线缆 - 红色
appliedenergistics2:item.ItemMultiPart:75, ME致密线缆 - 黑色
appliedenergistics2:item.ItemMultiPart:76, ME致密线缆 - Fluix默认色
appliedenergistics2:item.ItemMultiPart:0, ME玻璃线缆 - 白色
appliedenergistics2:item.ItemMultiPart:1, ME玻璃线缆 - 橙色
appliedenergistics2:item.ItemMultiPart:2, ME玻璃线缆 - 品红色
appliedenergistics2:item.ItemMultiPart:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:item.ItemMultiPart:4, ME玻璃线缆 - 黄色
appliedenergistics2:item.ItemMultiPart:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:item.ItemMultiPart:6, ME玻璃线缆 - 粉色
appliedenergistics2:item.ItemMultiPart:7, ME玻璃线缆 - 灰色
appliedenergistics2:item.ItemMultiPart:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:item.ItemMultiPart:9, ME玻璃线缆 - 青色
appliedenergistics2:item.ItemMultiPart:10, ME玻璃线缆 - 紫色
appliedenergistics2:item.ItemMultiPart:11, ME玻璃线缆 - 蓝色
appliedenergistics2:item.ItemMultiPart:12, ME玻璃线缆 - 棕色
appliedenergistics2:item.ItemMultiPart:13, ME玻璃线缆 - 绿色
appliedenergistics2:item.ItemMultiPart:14, ME玻璃线缆 - 红色
appliedenergistics2:item.ItemMultiPart:15, ME玻璃线缆 - 黑色
appliedenergistics2:item.ItemMultiPart:16, ME玻璃线缆 - Fluix默认色
appliedenergistics2:item.ItemMultiPart:40, ME智能线缆 - 白色
appliedenergistics2:item.ItemMultiPart:41, ME智能线缆 - 橙色
appliedenergistics2:item.ItemMultiPart:42, ME智能线缆 - 品红色
appliedenergistics2:item.ItemMultiPart:43, ME智能线缆 - 浅蓝色
appliedenergistics2:item.ItemMultiPart:44, ME智能线缆 - 黄色
appliedenergistics2:item.ItemMultiPart:45, ME智能线缆 - 柠檬色
appliedenergistics2:item.ItemMultiPart:46, ME智能线缆 - 粉色
appliedenergistics2:item.ItemMultiPart:47, ME智能线缆 - 灰色
appliedenergistics2:item.ItemMultiPart:48, ME智能线缆 - 浅灰色
appliedenergistics2:item.ItemMultiPart:49, ME智能线缆 - 青色
appliedenergistics2:item.ItemMultiPart:50, ME智能线缆 - 紫色
appliedenergistics2:item.ItemMultiPart:51, ME智能线缆 - 蓝色
appliedenergistics2:item.ItemMultiPart:52, ME智能线缆 - 棕色
appliedenergistics2:item.ItemMultiPart:53, ME智能线缆 - 绿色
appliedenergistics2:item.ItemMultiPart:54, ME智能线缆 - 红色
appliedenergistics2:item.ItemMultiPart:55, ME智能线缆 - 黑色
appliedenergistics2:item.ItemMultiPart:56, ME智能线缆 - Fluix默认色
appliedenergistics2:item.ItemMultiPart:420, ME交换监控器
appliedenergistics2:item.ItemMultiPart:360, ME合成终端
appliedenergistics2:item.ItemMultiPart:200, 暗色照明面板
appliedenergistics2:item.ItemMultiPart:260, ME输出总线
appliedenergistics2:item.ItemMultiPart:320, ME成型面板
appliedenergistics2:item.ItemMultiPart:301, ME精准破坏面板
appliedenergistics2:item.ItemMultiPart:240, ME输入总线
appliedenergistics2:item.ItemMultiPart:440, ME接口
appliedenergistics2:item.ItemMultiPart:480, ME接口终端
appliedenergistics2:item.ItemMultiPart:100, ME反相触发总线
appliedenergistics2:item.ItemMultiPart:280, ME标准发信器
appliedenergistics2:item.ItemMultiPart:160, 亮色照明面板
appliedenergistics2:item.ItemMultiPart:465, P2P通道 - EU
appliedenergistics2:item.ItemMultiPart:462, P2P通道 - 物品
appliedenergistics2:item.ItemMultiPart:467, P2P通道 - 光
appliedenergistics2:item.ItemMultiPart:463, P2P通道 - 液体
appliedenergistics2:item.ItemMultiPart:460, P2P通道 - ME
appliedenergistics2:item.ItemMultiPart:466, P2P通道 - RF
appliedenergistics2:item.ItemMultiPart:461, P2P通道 - 红石
appliedenergistics2:item.ItemMultiPart:340, ME样板终端
appliedenergistics2:item.ItemMultiPart:140, 石英纤维
appliedenergistics2:item.ItemMultiPart:180, 照明面板
appliedenergistics2:item.ItemMultiPart:220, ME存储总线
appliedenergistics2:item.ItemMultiPart:400, ME存储监控器
appliedenergistics2:item.ItemMultiPart:380, ME终端
appliedenergistics2:item.ItemMultiPart:80, ME触发总线
extracells:part.base:0, ME流体输出总线
extracells:part.base:1, ME流体输入总线
extracells:part.base:2, ME流体存储总线
extracells:part.base:3, ME流体终端
extracells:part.base:4, ME流体发信器
extracells:part.base:5, ME流体破坏面板
extracells:part.base:6, ME流体成型面板
extracells:part.base:7, ME驱动固定器
extracells:part.base:8, ME能量单元固定器
extracells:part.base:9, ME流体接口
extracells:part.base:10, ME流体存储监控器
extracells:part.base:11, ME流体交换监控器
extracells:part.base:12, ME矿典输出总线
extracells:part.base:13, ME气体输入总线
extracells:part.base:14, ME气体输出总线
extracells:part.base:15, ME气体终端
extracells:part.base:16, ME气体存储总线
extracells:part.base:17, ME气体发信器
extracells:part.base:18, ME气体存储监控器
extracells:part.base:19, ME气体交换监控器
extracells:storage.fluid:0, ME 1k流体存储元件
extracells:storage.fluid:1, ME 4k流体存储元件
extracells:storage.fluid:2, ME 16k流体存储元件
extracells:storage.fluid:3, ME 64k流体存储元件
extracells:storage.fluid:4, ME 256k流体存储元件
extracells:storage.fluid:5, ME 1024k流体存储元件
extracells:storage.fluid:6, ME 4096k流体存储元件
extracells:storage.physical:0, ME 256k存储元件
extracells:storage.physical:1, ME 1024k存储元件
extracells:storage.physical:2, ME 4096k存储元件
extracells:storage.physical:3, ME 16384k存储元件
extracells:storage.physical:4, ME方块容器 - 空
extracells:storage.physical:4, ME方块容器 - 空
extracells:storage.gas:0, ME 1k气体存储元件
extracells:storage.gas:1, ME 4k气体存储元件
extracells:storage.gas:2, ME 16k气体存储元件
extracells:storage.gas:3, ME 64k气体存储元件
extracells:storage.gas:4, ME 256k气体存储元件
extracells:storage.gas:5, ME 1024k气体存储元件
extracells:storage.gas:6, ME 4096k气体存储元件
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME存储组件
extracells:storage.component:1, 1024k ME存储组件
extracells:storage.component:2, 4096k ME存储组件
extracells:storage.component:3, 16384k ME存储组件
extracells:storage.component:4, 1k ME流体存储组件
extracells:storage.component:5, 4k ME流体存储组件
extracells:storage.component:6, 16k ME流体存储组件
extracells:storage.component:7, 64k ME流体存储组件
extracells:storage.component:8, 256k ME流体存储组件
extracells:storage.component:9, 1024k ME流体存储组件
extracells:storage.component:10, 4096k ME流体存储组件
extracells:storage.component:11, 1k ME气体存储组件
extracells:storage.component:12, 4k ME气体存储组件
extracells:storage.component:13, 16k ME气体存储组件
extracells:storage.component:14, 64k ME气体存储组件
extracells:storage.component:15, 256k ME气体存储组件
extracells:storage.component:16, 1024k ME气体存储组件
extracells:storage.component:17, 4096k ME气体存储组件
extracells:storage.casing:0, 高级存储外壳
extracells:storage.casing:1, 流体存储外壳
extracells:storage.casing:2, 气体存储外壳
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME升级模块
thaumicenergistics:part.base:0, 源质输入总线
thaumicenergistics:part.base:1, 源质发信器
thaumicenergistics:part.base:2, 源质储存总线
thaumicenergistics:part.base:3, 源质输出总线
thaumicenergistics:part.base:4, 源质终端
thaumicenergistics:part.base:5, 奥术合成终端
thaumicenergistics:part.base:6, 要素中继接口
thaumicenergistics:part.base:7, 源质储存监控器
thaumicenergistics:part.base:8, 源质交换监控器
thaumicenergistics:storage.essentia:0, 1k-ME源质存储元件
thaumicenergistics:storage.essentia:1, 4k-ME源质存储元件
thaumicenergistics:storage.essentia:2, 16k-ME源质存储元件
thaumicenergistics:storage.essentia:3, 64k-ME源质存储元件
thaumicenergistics:storage.essentia:4, 创造源质存储元件
thaumicenergistics:storage.component:0, 1k-ME源质存储组件
thaumicenergistics:storage.component:1, 4k-ME源质存储组件
thaumicenergistics:storage.component:2, 16k-ME源质存储组件
thaumicenergistics:storage.component:3, 64k-ME源质存储组件
thaumicenergistics:storage.casing, ME源质存储外壳
thaumicenergistics:material:0, 扩散核心
thaumicenergistics:material:1, 聚集核心
thaumicenergistics:material:2, 铁齿轮
thaumicenergistics:wireless.essentia.terminal, 无线源质终端
thaumicenergistics:knowledge.core, 知识核心
thaumicenergistics:focus.aewrench, 法杖核心: AE扳手
thaumicenergistics:golem.wifi.backpack, 无线傀儡背包
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
